Time (s)	Wind Speed (m/s)
10.9	10.0535826794979
11.0	10.058778525229247
11.100000000000001	10.063742398974869
11.200000000000001	10.068454710592869
11.3	10.072896862742141
11.4	10.077051324277578
11.5	10.080901699437495
11.600000000000001	10.084432792550201
11.700000000000001	10.087630668004387
11.8	10.090482705246602
11.9	10.092977648588825
12.0	10.095105651629515
12.100000000000001	10.096858316112863
12.200000000000001	10.098228725072868
12.3	10.099211470131447
12.4	10.099802672842827
12.5	10.1
12.600000000000001	10.099802672842827
12.700000000000001	10.099211470131447
12.8	10.098228725072868
12.9	10.096858316112863
13.0	10.095105651629515
13.100000000000001	10.092977648588825
13.200000000000001	10.090482705246602
13.3	10.087630668004387
13.4	10.084432792550201
13.5	10.080901699437495
13.600000000000001	10.077051324277578
13.700000000000001	10.072896862742141
13.8	10.068454710592869
13.9	10.063742398974869
14.0	10.058778525229247
14.100000000000001	10.0535826794979
14.200000000000001	10.048175367410172
14.3	10.042577929156508
14.4	10.036812455268468
14.5	10.030901699437495
14.600000000000001	10.024868988716486
14.700000000000001	10.018738131458573
14.8	10.01253332335643
14.9	10.006279051952932
15.0	10.0
15.100000000000001	9.993720948047068
15.200000000000001	9.98746667664357
15.3	9.981261868541427
15.4	9.975131011283514
15.5	9.969098300562505
15.600000000000001	9.963187544731532
15.700000000000001	9.957422070843492
15.8	9.951824632589828
15.9	9.9464173205021
16.0	9.941221474770753
16.1	9.936257601025131
16.2	9.931545289407131
16.3	9.927103137257859
16.400000000000002	9.92294867572242
16.5	9.919098300562505
16.6	9.915567207449799
16.7	9.912369331995613
16.8	9.909517294753398
16.900000000000002	9.907022351411175
17.0	9.904894348370485
17.1	9.903141683887137
17.2	9.901771274927132
17.3	9.900788529868553
17.400000000000002	9.900197327157173
17.5	9.9
17.6	9.900197327157173
17.7	9.900788529868553
17.8	9.901771274927132
17.900000000000002	9.903141683887137
18.0	9.904894348370485
18.1	9.907022351411175
18.2	9.909517294753398
18.3	9.912369331995613
18.400000000000002	9.915567207449799
18.5	9.919098300562505
18.6	9.922948675722422
18.7	9.927103137257859
18.8	9.931545289407131
18.900000000000002	9.936257601025131
19.0	9.941221474770753
19.1	9.9464173205021
19.200000000000003	9.951824632589828
19.3	9.957422070843492
19.400000000000002	9.963187544731532
19.5	9.969098300562505
19.6	9.975131011283514
19.700000000000003	9.981261868541427
19.8	9.98746667664357
19.900000000000002	9.993720948047068
20.0	10.0
20.1	10.006279051952932
20.200000000000003	10.01253332335643
20.3	10.018738131458573
20.400000000000002	10.024868988716486
20.5	10.030901699437495
20.6	10.036812455268468
20.700000000000003	10.042577929156508
20.8	10.048175367410172
20.900000000000002	10.0535826794979
21.0	10.058778525229247
21.1	10.063742398974869
21.200000000000003	10.068454710592869
21.3	10.072896862742141
21.400000000000002	10.07705132427758
21.5	10.080901699437495
21.6	10.084432792550201
21.700000000000003	10.087630668004387
21.8	10.090482705246602
21.900000000000002	10.092977648588825
22.0	10.095105651629515
22.1	10.096858316112863
22.200000000000003	10.098228725072868
22.3	10.099211470131447
22.400000000000002	10.099802672842827
22.5	10.1
22.6	10.099802672842827
22.700000000000003	10.099211470131447
22.8	10.098228725072868
22.900000000000002	10.096858316112863
23.0	10.095105651629515
23.1	10.092977648588825
23.200000000000003	10.090482705246602
23.3	10.087630668004387
23.400000000000002	10.084432792550201
23.5	10.080901699437495
23.6	10.077051324277578
23.700000000000003	10.072896862742141
23.8	10.068454710592869
23.900000000000002	10.063742398974869
24.0	10.058778525229247
24.1	10.0535826794979
24.200000000000003	10.048175367410172
24.3	10.042577929156508
24.400000000000002	10.036812455268468
24.5	10.030901699437495
24.6	10.024868988716486
24.700000000000003	10.018738131458573
24.8	10.01253332335643
24.900000000000002	10.006279051952932
25.0	10.0
25.1	9.993720948047068
25.200000000000003	9.98746667664357
25.3	9.981261868541427
25.400000000000002	9.975131011283514
25.5	9.969098300562505
25.6	9.963187544731532
25.700000000000003	9.957422070843492
25.8	9.951824632589828
25.900000000000002	9.9464173205021
26.0	9.941221474770753
26.1	9.936257601025131
26.200000000000003	9.931545289407131
26.3	9.927103137257859
26.400000000000002	9.922948675722422
26.5	9.919098300562505
26.6	9.915567207449799
26.700000000000003	9.912369331995613
26.8	9.909517294753398
26.900000000000002	9.907022351411175
27.0	9.904894348370485
27.1	9.903141683887137
27.200000000000003	9.901771274927132
27.3	9.900788529868553
27.400000000000002	9.900197327157173
27.5	9.9
27.6	9.900197327157173
27.700000000000003	9.900788529868553
27.8	9.901771274927132
27.900000000000002	9.903141683887137
28.0	9.904894348370485
28.1	9.907022351411175
28.200000000000003	9.909517294753398
28.3	9.912369331995613
28.400000000000002	9.915567207449799
28.5	9.919098300562505
28.6	9.922948675722422
28.700000000000003	9.927103137257859
28.8	9.931545289407131
28.900000000000002	9.936257601025131
29.0	9.941221474770753
29.1	9.9464173205021
29.200000000000003	9.951824632589828
29.3	9.957422070843492
29.400000000000002	9.963187544731532
29.5	9.969098300562505
29.6	9.975131011283514
29.700000000000003	9.981261868541427
29.8	9.98746667664357
29.900000000000002	9.993720948047068
30.0	10.0
30.1	10.006279051952932
30.200000000000003	10.01253332335643
30.3	10.018738131458573
30.400000000000002	10.024868988716486
30.5	10.030901699437495
30.6	10.036812455268468
30.700000000000003	10.042577929156508
30.8	10.048175367410172
30.900000000000002	10.0535826794979
31.0	10.058778525229247
31.1	10.063742398974869
31.200000000000003	10.068454710592869
31.3	10.072896862742141
31.400000000000002	10.07705132427758
31.5	10.080901699437495
31.6	10.084432792550201
31.700000000000003	10.087630668004387
31.8	10.090482705246602
31.900000000000002	10.092977648588825
32.0	10.095105651629515
32.1	10.096858316112863
32.2	10.098228725072868
32.300000000000004	10.099211470131447
32.4	10.099802672842827
32.5	10.1
32.6	10.099802672842827
32.7	10.099211470131447
32.800000000000004	10.098228725072868
32.9	10.096858316112863
33.0	10.095105651629515
33.1	10.092977648588825
33.2	10.090482705246602
33.300000000000004	10.087630668004387
33.4	10.084432792550201
33.5	10.080901699437495
33.6	10.077051324277578
33.7	10.072896862742141
33.800000000000004	10.068454710592869
33.9	10.063742398974869
34.0	10.058778525229247
34.1	10.0535826794979
34.2	10.048175367410172
34.300000000000004	10.042577929156508
34.4	10.036812455268468
34.5	10.030901699437495
34.6	10.024868988716486
34.7	10.018738131458573
34.800000000000004	10.01253332335643
34.9	10.006279051952932
35.0	10.0
35.1	9.993720948047068
35.2	9.98746667664357
35.300000000000004	9.981261868541427
35.4	9.975131011283514
35.5	9.969098300562505
35.6	9.963187544731532
35.7	9.957422070843492
35.800000000000004	9.951824632589828
35.9	9.9464173205021
36.0	9.941221474770753
36.1	9.936257601025131
36.2	9.931545289407131
36.300000000000004	9.927103137257859
36.4	9.922948675722422
36.5	9.919098300562505
36.6	9.915567207449799
36.7	9.912369331995613
36.800000000000004	9.909517294753398
36.9	9.907022351411175
37.0	9.904894348370485
37.1	9.903141683887137
37.2	9.901771274927132
37.300000000000004	9.900788529868553
37.4	9.900197327157173
37.5	9.9
37.6	9.900197327157173
37.7	9.900788529868553
37.800000000000004	9.901771274927132
37.9	9.903141683887137
38.0	9.904894348370485
38.1	9.907022351411175
38.2	9.909517294753398
38.300000000000004	9.912369331995613
38.400000000000006	9.915567207449799
38.5	9.919098300562505
38.6	9.922948675722422
38.7	9.927103137257859
38.800000000000004	9.931545289407131
38.900000000000006	9.936257601025131
39.0	9.941221474770753
39.1	9.9464173205021
39.2	9.951824632589828
39.300000000000004	9.957422070843492
39.400000000000006	9.963187544731532
39.5	9.969098300562505
39.6	9.975131011283514
39.7	9.981261868541427
39.800000000000004	9.98746667664357
39.900000000000006	9.993720948047068
40.0	10.0
40.1	10.006279051952932
40.2	10.01253332335643
40.300000000000004	10.018738131458573
40.400000000000006	10.024868988716486
40.5	10.030901699437495
40.6	10.036812455268468
40.7	10.042577929156508
40.800000000000004	10.048175367410172
40.900000000000006	10.0535826794979
41.0	10.058778525229247
41.1	10.063742398974869
41.2	10.068454710592869
41.300000000000004	10.072896862742141
41.400000000000006	10.07705132427758
41.5	10.080901699437495
41.6	10.084432792550201
41.7	10.087630668004387
41.800000000000004	10.090482705246602
41.900000000000006	10.092977648588825
42.0	10.095105651629515
42.1	10.096858316112863
42.2	10.098228725072868
42.300000000000004	10.099211470131447
42.400000000000006	10.099802672842827
42.5	10.1
42.6	10.099802672842827
42.7	10.099211470131447
42.800000000000004	10.098228725072868
42.900000000000006	10.096858316112863
43.0	10.095105651629515
43.1	10.092977648588825
43.2	10.090482705246602
43.300000000000004	10.087630668004387
43.400000000000006	10.084432792550201
43.5	10.080901699437495
43.6	10.077051324277578
43.7	10.072896862742141
43.800000000000004	10.068454710592869
43.900000000000006	10.063742398974869
44.0	10.058778525229247
44.1	10.0535826794979
44.2	10.048175367410172
44.300000000000004	10.042577929156508
44.400000000000006	10.036812455268468
44.5	10.030901699437495
44.6	10.024868988716486
44.7	10.018738131458573
44.800000000000004	10.01253332335643
44.900000000000006	10.006279051952932
45.0	10.0
45.1	9.993720948047068
45.2	9.98746667664357
45.300000000000004	9.981261868541427
45.400000000000006	9.975131011283514
45.5	9.969098300562505
45.6	9.963187544731532
45.7	9.957422070843492
45.800000000000004	9.951824632589828
45.900000000000006	9.9464173205021
46.0	9.941221474770753
46.1	9.936257601025131
46.2	9.931545289407131
46.300000000000004	9.927103137257859
46.400000000000006	9.92294867572242
46.5	9.919098300562505
46.6	9.915567207449799
46.7	9.912369331995613
46.800000000000004	9.909517294753398
46.900000000000006	9.907022351411175
47.0	9.904894348370485
47.1	9.903141683887137
47.2	9.901771274927132
47.300000000000004	9.900788529868553
47.400000000000006	9.900197327157173
47.5	9.9
47.6	9.900197327157173
47.7	9.900788529868553
47.800000000000004	9.901771274927132
47.900000000000006	9.903141683887137
48.0	9.904894348370485
48.1	9.907022351411175
48.2	9.909517294753398
48.300000000000004	9.912369331995613
48.400000000000006	9.915567207449799
48.5	9.919098300562505
48.6	9.922948675722422
48.7	9.927103137257859
48.800000000000004	9.931545289407131
48.900000000000006	9.936257601025131
49.0	9.941221474770753
49.1	9.9464173205021
49.2	9.951824632589828
49.300000000000004	9.957422070843492
49.400000000000006	9.963187544731532
49.5	9.969098300562505
49.6	9.975131011283514
49.7	9.981261868541427
49.800000000000004	9.98746667664357
49.900000000000006	9.993720948047068
50.0	10.0
50.1	10.006279051952932
50.2	10.01253332335643
50.300000000000004	10.018738131458573
50.400000000000006	10.024868988716486
50.5	10.030901699437495
50.6	10.036812455268468
50.7	10.042577929156508
50.800000000000004	10.048175367410172
50.900000000000006	10.0535826794979
51.0	10.058778525229247
51.1	10.063742398974869
51.2	10.068454710592869
51.300000000000004	10.072896862742141
51.400000000000006	10.07705132427758
51.5	10.080901699437495
51.6	10.084432792550201
51.7	10.087630668004387
51.800000000000004	10.090482705246602
51.900000000000006	10.092977648588825
52.0	10.095105651629515
52.1	10.096858316112863
52.2	10.098228725072868
52.300000000000004	10.099211470131447
52.400000000000006	10.099802672842827
52.5	10.1
52.6	10.099802672842827
52.7	10.099211470131447
52.800000000000004	10.098228725072868
52.900000000000006	10.096858316112863
53.0	10.095105651629515
53.1	10.092977648588825
53.2	10.090482705246602
53.300000000000004	10.087630668004387
53.400000000000006	10.084432792550201
53.5	10.080901699437495
53.6	10.077051324277578
53.7	10.072896862742141
53.800000000000004	10.068454710592869
53.900000000000006	10.063742398974869
54.0	10.058778525229247
54.1	10.0535826794979
54.2	10.048175367410172
54.300000000000004	10.042577929156508
54.400000000000006	10.036812455268468
54.5	10.030901699437495
54.6	10.024868988716486
54.7	10.018738131458573
54.800000000000004	10.01253332335643
54.900000000000006	10.00627905195293
55.0	10.0
55.1	9.993720948047068
55.2	9.98746667664357
55.300000000000004	9.981261868541427
55.400000000000006	9.975131011283514
55.5	9.969098300562505
55.6	9.963187544731532
55.7	9.957422070843492
55.800000000000004	9.951824632589828
55.900000000000006	9.9464173205021
56.0	9.941221474770753
56.1	9.936257601025131
56.2	9.931545289407131
56.300000000000004	9.927103137257859
56.400000000000006	9.922948675722422
56.5	9.919098300562505
56.6	9.915567207449799
56.7	9.912369331995613
56.800000000000004	9.909517294753398
56.900000000000006	9.907022351411175
57.0	9.904894348370485
57.1	9.903141683887137
57.2	9.901771274927132
57.300000000000004	9.900788529868553
57.400000000000006	9.900197327157173
57.5	9.9
57.6	9.900197327157173
57.7	9.900788529868553
57.800000000000004	9.901771274927132
57.900000000000006	9.903141683887137
58.0	9.904894348370485
58.1	9.907022351411175
58.2	9.909517294753398
58.300000000000004	9.912369331995613
58.400000000000006	9.915567207449799
58.5	9.919098300562505
58.6	9.922948675722422
58.7	9.927103137257859
58.800000000000004	9.931545289407131
58.900000000000006	9.936257601025131
59.0	9.941221474770753
59.1	9.9464173205021
59.2	9.951824632589828
59.300000000000004	9.957422070843494
59.400000000000006	9.963187544731532
59.5	9.969098300562505
59.6	9.975131011283514
59.7	9.981261868541427
59.800000000000004	9.98746667664357
59.900000000000006	9.993720948047068
